taxon_name,resprouting_binomial,seeding_binomial,min_maturity_primary,avg_maturity_primary,bin_maturity_primary,min_maturity_secondary,avg_maturity_secondary
Gardenia schwarzii,TRUE,NA,NA,NA,10--,NA,NA
Gastrodia,NA,NA,NA,NA,5--20,NA,NA
Gastrodia procera,TRUE,NA,NA,NA,5--20,NA,NA
Gastrodia sesamoides,TRUE,FALSE,NA,NA,5--20,NA,NA
Gastrodia vescula,TRUE,NA,NA,NA,5--20,NA,NA
Gastrolobium bilobum,FALSE,NA,NA,2.66666666666667,NA,NA,NA
Gastrolobium brevipes,FALSE,TRUE,NA,NA,2--3,NA,NA
Gastrolobium calycinum,TRUE,NA,NA,NA,NA,NA,NA
Gastrolobium capitatum,TRUE,TRUE,NA,NA,NA,NA,NA
Gastrolobium celsianum,FALSE,NA,NA,4,NA,NA,NA
Gastrolobium crassifolium,TRUE,TRUE,NA,NA,NA,NA,NA
Gastrolobium dilatatum,FALSE,NA,NA,NA,NA,NA,NA
Gastrolobium grandiflorum,TRUE,NA,NA,NA,2--3,NA,NA
Gastrolobium ilicifolium,TRUE,NA,NA,NA,NA,NA,NA
Gastrolobium latifolium,FALSE,TRUE,NA,NA,NA,NA,NA
Gastrolobium lehmannii,TRUE,NA,NA,NA,NA,NA,NA
Gastrolobium melanocarpum,FALSE,TRUE,NA,NA,NA,NA,NA
Gastrolobium microcarpum,FALSE,NA,NA,3,NA,NA,NA
Gastrolobium obovatum,TRUE,NA,NA,NA,NA,NA,NA
Gastrolobium oxylobioides,TRUE,NA,NA,NA,NA,NA,NA
Gastrolobium papilio,FALSE,NA,NA,2,NA,NA,NA
Gastrolobium parviflorum,FALSE,NA,NA,NA,NA,NA,NA
Gastrolobium parvifolium,FALSE,NA,NA,4,NA,NA,NA
Gastrolobium polystachyum,FALSE,NA,NA,3,NA,NA,NA
Gastrolobium praemorsum,TRUE,NA,NA,NA,NA,NA,NA
Gastrolobium punctatum,FALSE,TRUE,NA,NA,NA,NA,NA
Gastrolobium sericeum,FALSE,NA,NA,2,NA,NA,NA
Gastrolobium spathulatum,FALSE,NA,NA,1.5,NA,NA,NA
Gastrolobium spinosum,FALSE,TRUE,NA,3,NA,NA,NA
Gastrolobium trilobum,FALSE,NA,NA,4,NA,NA,NA
Gastrolobium velutinum,FALSE,NA,NA,3.5,NA,NA,NA
Gaultheria,NA,NA,NA,NA,1--5,NA,NA
Gaultheria appressa,FALSE,NA,NA,NA,1--5,NA,NA
Gaultheria appressa var. glabra,NA,NA,NA,NA,1--5,NA,NA
Gaultheria depressa,FALSE,NA,NA,NA,NA,NA,NA
Gaultheria hispida,FALSE,FALSE,NA,NA,1--5,NA,NA
Gaultheria tasmanica,FALSE,NA,NA,NA,NA,NA,NA
Geijera,NA,NA,NA,NA,5--20,NA,NA
Geijera linearifolia,NA,NA,NA,NA,5--20,NA,NA
Geijera parviflora,TRUE,FALSE,NA,NA,5--20,NA,NA
Geijera salicifolia,TRUE,TRUE,NA,NA,10--,NA,NA
Geitonoplesium,NA,NA,NA,NA,1--5,NA,NA
Geitonoplesium cymosum,TRUE,FALSE,2,NA,1--5,0.6782945736434108,NA
Geniostoma rupestre var. australianum,NA,TRUE,NA,NA,NA,NA,NA
Genista monspessulana,NA,NA,1.666667,NA,NA,NA,NA
Genoplesium,NA,NA,NA,NA,1--5,NA,NA
Genoplesium morrisii,NA,NA,1,NA,NA,NA,1
Genoplesium sp. [Genoplesium nigricans/rufum; White_2020],NA,NA,NA,NA,1--5,NA,NA
Gentiana wingecarribiensis,FALSE,NA,NA,NA,NA,NA,NA
Gentianella,NA,NA,NA,NA,1--5,NA,NA
Gentianella bawbawensis,FALSE,NA,NA,NA,1--5,NA,NA
Gentianella cunninghamii,FALSE,NA,NA,NA,1--5,NA,NA
Gentianella cunninghamii subsp. cunninghamii,FALSE,NA,NA,NA,1--5,NA,NA
Gentianella cunninghamii subsp. major,TRUE,FALSE,NA,NA,1--5,NA,NA
Gentianella diemensis,FALSE,NA,NA,NA,1--5,NA,NA
Gentianella gunniana,FALSE,NA,NA,NA,0--1,NA,NA
Gentianella muelleriana,FALSE,TRUE,NA,NA,1--5,NA,NA
Gentianella muelleriana subsp. alpestris,TRUE,NA,NA,NA,1--5,NA,NA
Gentianella muelleriana subsp. jingerensis,FALSE,NA,NA,NA,1--5,NA,NA
Gentianella muelleriana subsp. muelleriana,FALSE,TRUE,NA,NA,1--5,NA,NA
Gentianella muelleriana subsp. willisiana,FALSE,TRUE,NA,NA,1--5,NA,NA
Gentianella polysperes,FALSE,NA,NA,NA,0--1,NA,NA
Gentianella sylvicola,FALSE,NA,NA,NA,1--5,NA,NA
Geococcus,NA,NA,NA,NA,0--1,NA,NA
Geococcus pusillus,FALSE,NA,NA,NA,0--1,NA,NA
Geodorum densiflorum,TRUE,NA,NA,NA,NA,NA,NA
Georgeantha hexandra,TRUE,NA,NA,NA,NA,NA,NA
Geraniaceae,NA,NA,NA,NA,1--5,NA,NA
Geranium antrorsum,TRUE,TRUE,1,NA,1--5,NA,NA
Geranium brevicaule,TRUE,NA,NA,NA,1--5,NA,NA
Geranium gardneri,TRUE,NA,NA,NA,0--1,NA,NA
Geranium homeanum,TRUE,NA,NA,NA,1--5,0.3682170542635658,NA
Geranium neglectum,TRUE,NA,NA,NA,1--5,NA,NA
Geranium obtusisepalum,TRUE,NA,NA,NA,1--5,NA,NA
Geranium potentilloides,TRUE,TRUE,NA,NA,1--5,NA,NA
Geranium potentilloides var. Subalps (N.G.Walsh 4179),TRUE,NA,NA,NA,1--5,NA,NA
Geranium potentilloides var. abditum,TRUE,NA,NA,NA,1--5,NA,NA
Geranium potentilloides var. potentilloides,TRUE,NA,1,NA,1--5,NA,NA
Geranium retrorsum,TRUE,NA,1,NA,1--5,NA,0.5
Geranium sessiliflorum,TRUE,NA,NA,NA,1--5,NA,NA
Geranium solanderi,TRUE,NA,1,0.5,1--5,NA,NA
Geranium solanderi var. grande,TRUE,NA,NA,NA,1--5,NA,NA
Geranium solanderi var. solanderi,TRUE,NA,NA,NA,1--5,NA,NA
Geranium sp. Alpine swamps (N.G.Walsh 613),TRUE,NA,NA,NA,1--5,NA,NA
Geranium sp. Glandular hairs (A.C.Beauglehole 91395),TRUE,NA,NA,NA,1--5,NA,NA
"Geranium sp. Large flowers (D.Marshall s.n., 20/12/2004)",TRUE,TRUE,NA,NA,1--5,NA,NA
Geranium sp. Narrow lobes (G.S.Lorimer 1771),TRUE,NA,NA,NA,1--5,NA,NA
Geranium sp. Pale pink flowers (M.Gray 5847),TRUE,NA,NA,NA,1--5,NA,NA
Geranium sp. Pleated sepals (D.E.Albrecht 4707),NA,NA,NA,NA,0--1,NA,NA
Geranium sp. [Geranium aff. sp. 3; White_2020],NA,NA,NA,NA,1--5,NA,NA
Geranium sp. [Geranium sp. 13; White_2020],NA,NA,NA,NA,1--5,NA,NA
Geranium sp. [Geranium sp. 14; White_2020],NA,NA,NA,NA,0--1,NA,NA
Geranium sp. [Geranium sp. 17; White_2020],NA,NA,NA,NA,1--5,NA,NA
Germainia grandiflora,TRUE,NA,NA,NA,NA,NA,NA
Germainia truncatiglumis,TRUE,NA,NA,NA,NA,NA,NA
Geum,NA,NA,NA,NA,1--5,NA,NA
Geum urbanum,TRUE,NA,1,NA,NA,NA,1
Geum urbanum var. strictum,TRUE,NA,NA,NA,1--5,NA,NA
Gingidia,NA,NA,NA,NA,1--5,NA,NA
Gingidia algens,TRUE,NA,NA,NA,1--5,NA,NA
Gingidia harveyana,TRUE,TRUE,NA,NA,1--5,NA,NA
Gladiolus angustus,NA,NA,NA,NA,NA,0.7751937984496124,NA
Gleichenia,NA,NA,NA,NA,1--5,NA,NA
Gleichenia alpina,TRUE,NA,NA,NA,NA,NA,NA
Gleichenia dicarpa,TRUE,NA,NA,NA,1--5,NA,NA
Gleichenia microphylla,TRUE,NA,2,NA,1--5,NA,2
Gleichenia rupestris,TRUE,NA,NA,NA,1--5,NA,NA
Glinus,NA,NA,NA,NA,0--1,NA,NA
Glinus lotoides,FALSE,NA,NA,NA,0--1,NA,NA
Glinus oppositifolius,FALSE,NA,NA,NA,0--1,NA,NA
Glischrocaryon,NA,NA,NA,NA,1--5,NA,NA
Glischrocaryon angustifolium,TRUE,NA,NA,NA,NA,NA,NA
Glischrocaryon aureum,TRUE,NA,NA,NA,NA,NA,NA
Glischrocaryon behrii,TRUE,TRUE,NA,NA,1--5,NA,NA
Glischrocaryon flavescens,TRUE,NA,NA,NA,1--5,NA,NA
